"ID","ID_Location","Outer_Fold","Inner_Fold"
444,153,2,3
445,153,2,3
446,154,8,6
447,154,8,6
448,154,8,6
449,155,1,9
450,155,1,9
451,155,1,9
452,156,9,5
453,156,9,5
454,156,9,5
455,157,2,3
456,157,2,3
457,158,9,6
458,158,9,6
459,158,9,6
460,159,4,7
461,159,4,7
462,159,4,7
463,160,1,9
464,160,1,9
465,160,1,9
466,161,4,1
467,161,4,1
468,161,4,1
469,162,8,7
470,162,8,7
471,162,8,7
472,163,2,8
473,163,2,8
474,163,2,8
475,164,2,4
476,164,2,4
477,164,2,4
478,165,6,2
479,165,6,2
480,165,6,2
481,166,1,10
482,166,1,10
483,166,1,10
484,167,9,1
485,167,9,1
486,167,9,1
487,168,9,10
488,168,9,10
489,168,9,10
490,169,9,6
491,169,9,6
492,169,9,6
496,171,4,2
497,171,4,2
498,171,4,2
499,172,6,10
500,172,6,10
501,172,6,10
502,173,1,8
503,173,1,8
504,173,1,8
505,174,5,4
506,174,5,4
507,174,5,4
508,175,6,6
509,175,6,6
510,175,6,6
514,177,7,5
515,177,7,5
516,177,7,5
517,178,3,2
518,178,3,2
522,180,1,1
523,180,1,1
524,180,1,1
530,183,8,8
531,183,8,8
532,183,8,8
533,184,2,3
534,184,2,3
535,184,2,3
536,185,9,7
537,185,9,7
538,185,9,7
539,186,1,7
540,186,1,7
541,186,1,7
542,187,6,9
543,187,6,9
544,187,6,9
545,188,8,3
546,188,8,3
547,188,8,3
548,189,1,10
549,189,1,10
550,189,1,10
551,190,1,8
552,190,1,8
553,190,1,8
554,191,7,9
555,191,7,9
556,191,7,9
557,192,2,9
558,192,2,9
559,192,2,9
560,193,8,3
561,193,8,3
562,194,7,7
563,194,7,7
564,194,7,7
565,195,8,3
566,195,8,3
567,195,8,3
568,196,5,2
569,196,5,2
570,196,5,2
571,197,7,8
572,197,7,8
573,197,7,8
574,198,9,2
575,198,9,2
576,198,9,2
577,199,2,10
578,199,2,10
579,199,2,10
580,200,2,4
581,200,2,4
582,200,2,4
586,202,6,10
587,202,6,10
588,202,6,10
589,203,5,10
590,203,5,10
591,203,5,10
595,205,1,5
596,205,1,5
597,205,1,5
598,206,3,3
599,206,3,3
600,206,3,3
601,207,4,9
602,207,4,9
603,207,4,9
604,208,1,10
605,208,1,10
606,208,1,10
607,209,5,6
608,209,5,6
609,209,5,6
610,210,4,1
611,210,4,1
612,210,4,1
613,211,8,10
614,211,8,10
615,211,8,10
616,212,3,2
617,212,3,2
618,212,3,2
619,213,9,5
620,213,9,5
621,213,9,5
622,214,3,10
623,214,3,10
624,214,3,10
625,215,7,9
626,215,7,9
627,215,7,9
628,216,2,4
629,216,2,4
630,216,2,4
631,217,8,4
632,217,8,4
633,217,8,4
634,218,5,5
635,218,5,5
636,218,5,5
637,219,6,4
638,219,6,4
639,219,6,4
640,220,7,5
641,220,7,5
642,220,7,5
643,221,3,3
644,221,3,3
645,221,3,3
646,222,8,10
647,222,8,10
648,222,8,10
649,223,8,1
650,223,8,1
651,224,7,3
652,224,7,3
653,224,7,3
654,225,3,5
655,225,3,5
656,225,3,5
657,226,2,7
658,226,2,7
659,226,2,7
660,227,9,9
661,227,9,9
662,227,9,9
663,228,3,2
664,228,3,2
665,228,3,2
666,229,5,6
667,229,5,6
668,229,5,6
669,230,3,6
670,230,3,6
671,230,3,6
672,231,5,6
673,231,5,6
674,231,5,6
675,232,5,4
676,232,5,4
677,232,5,4
678,233,8,8
679,233,8,8
680,233,8,8
681,234,3,1
682,234,3,1
683,234,3,1
684,235,2,3
685,235,2,3
686,235,2,3
687,236,1,8
688,236,1,8
689,236,1,8
690,237,7,7
691,237,7,7
692,237,7,7
693,238,6,2
694,238,6,2
695,238,6,2
696,239,4,2
697,239,4,2
698,239,4,2
699,240,9,5
700,240,9,5
701,240,9,5
702,241,6,10
703,241,6,10
704,241,6,10
708,243,2,7
709,243,2,7
710,243,2,7
711,244,1,8
712,244,1,8
713,244,1,8
714,245,2,9
715,245,2,9
716,245,2,9
717,246,2,8
718,246,2,8
719,246,2,8
723,248,2,7
724,248,2,7
725,248,2,7
726,249,3,5
727,249,3,5
728,249,3,5
732,251,7,8
733,251,7,8
734,251,7,8
735,252,6,5
736,252,6,5
737,253,8,6
738,253,8,6
739,253,8,6
740,254,8,4
741,254,8,4
742,254,8,4
743,255,4,9
744,255,4,9
745,255,4,9
746,256,9,6
747,256,9,6
748,256,9,6
749,257,5,6
750,257,5,6
751,257,5,6
755,259,9,1
756,259,9,1
757,259,9,1
758,260,9,5
759,260,9,5
760,260,9,5
761,261,2,3
762,261,2,3
763,261,2,3
764,262,9,4
765,262,9,4
766,262,9,4
767,263,2,5
768,263,2,5
769,264,1,2
770,264,1,2
771,264,1,2
772,265,7,5
773,265,7,5
774,265,7,5
775,266,9,2
776,266,9,2
779,268,6,1
780,268,6,1
781,268,6,1
782,269,5,1
783,269,5,1
784,269,5,1
785,270,8,6
786,270,8,6
787,270,8,6
788,271,3,3
789,271,3,3
790,271,3,3
791,272,5,9
792,272,5,9
793,272,5,9
25,9,10,NA
26,9,10,NA
27,9,10,NA
49,17,10,NA
50,17,10,NA
51,17,10,NA
156,53,10,NA
157,53,10,NA
158,53,10,NA
162,55,10,NA
163,55,10,NA
164,55,10,NA
185,63,10,NA
186,63,10,NA
187,63,10,NA
199,68,10,NA
200,68,10,NA
201,68,10,NA
216,74,10,NA
217,74,10,NA
218,74,10,NA
244,84,10,NA
245,84,10,NA
246,84,10,NA
259,89,10,NA
260,89,10,NA
261,89,10,NA
262,90,10,NA
263,90,10,NA
264,90,10,NA
269,93,10,NA
270,93,10,NA
271,93,10,NA
329,113,10,NA
330,113,10,NA
331,113,10,NA
360,124,10,NA
361,124,10,NA
388,134,10,NA
389,134,10,NA
390,134,10,NA
428,148,10,NA
429,148,10,NA
430,148,10,NA
493,170,10,NA
494,170,10,NA
495,170,10,NA
511,176,10,NA
512,176,10,NA
513,176,10,NA
519,179,10,NA
520,179,10,NA
521,179,10,NA
525,181,10,NA
526,181,10,NA
527,182,10,NA
528,182,10,NA
529,182,10,NA
583,201,10,NA
584,201,10,NA
585,201,10,NA
592,204,10,NA
593,204,10,NA
594,204,10,NA
705,242,10,NA
706,242,10,NA
707,242,10,NA
720,247,10,NA
721,247,10,NA
722,247,10,NA
729,250,10,NA
730,250,10,NA
731,250,10,NA
752,258,10,NA
753,258,10,NA
754,258,10,NA
777,267,10,NA
778,267,10,NA
