"ID","ID_Location","Outer_Fold","Inner_Fold"
303,104,1,10
304,104,1,10
305,105,8,9
306,105,8,9
307,105,8,9
308,106,6,3
309,106,6,3
310,106,6,3
311,107,8,5
312,107,8,5
313,107,8,5
314,108,6,3
315,108,6,3
316,108,6,3
317,109,4,7
318,109,4,7
319,109,4,7
320,110,7,1
321,110,7,1
322,110,7,1
323,111,6,6
324,111,6,6
325,111,6,6
326,112,4,4
327,112,4,4
328,112,4,4
329,113,10,10
330,113,10,10
331,113,10,10
332,114,4,8
333,114,4,8
337,116,4,3
338,116,4,3
339,116,4,3
343,118,7,3
344,118,7,3
345,118,7,3
349,120,2,4
350,120,2,4
351,121,2,9
352,121,2,9
353,121,2,9
354,122,4,10
355,122,4,10
356,122,4,10
357,123,5,4
358,123,5,4
359,123,5,4
360,124,10,9
361,124,10,9
362,125,9,10
363,125,9,10
364,125,9,10
365,126,7,9
366,126,7,9
367,126,7,9
368,127,7,4
369,127,7,4
370,127,7,4
371,128,5,3
372,128,5,3
373,128,5,3
374,129,5,7
375,129,5,7
376,129,5,7
377,130,5,6
378,130,5,6
379,130,5,6
383,132,2,10
384,132,2,10
385,133,1,10
386,133,1,10
387,133,1,10
388,134,10,2
389,134,10,2
390,134,10,2
391,135,8,9
392,135,8,9
393,135,8,9
394,136,7,3
395,136,7,3
396,136,7,3
397,137,7,1
398,137,7,1
399,137,7,1
400,138,1,3
401,138,1,3
402,139,6,2
403,139,6,2
404,139,6,2
405,140,1,6
406,140,1,6
407,140,1,6
408,141,4,8
409,141,4,8
410,142,2,9
411,142,2,9
412,142,2,9
413,143,8,3
414,143,8,3
415,143,8,3
416,144,8,4
417,144,8,4
418,144,8,4
422,146,5,8
423,146,5,8
424,146,5,8
425,147,8,9
426,147,8,9
427,147,8,9
428,148,10,7
429,148,10,7
430,148,10,7
431,149,4,6
432,149,4,6
433,149,4,6
434,150,6,5
435,150,6,5
436,150,6,5
440,152,6,4
441,152,6,4
442,152,6,4
443,153,2,6
444,153,2,6
445,153,2,6
446,154,8,1
447,154,8,1
448,154,8,1
449,155,1,2
450,155,1,2
451,155,1,2
452,156,9,4
453,156,9,4
454,156,9,4
455,157,2,6
456,157,2,6
457,158,9,1
458,158,9,1
459,158,9,1
460,159,4,8
461,159,4,8
462,159,4,8
463,160,1,7
464,160,1,7
465,160,1,7
466,161,4,5
467,161,4,5
468,161,4,5
469,162,8,1
470,162,8,1
471,162,8,1
472,163,2,5
473,163,2,5
474,163,2,5
475,164,2,6
476,164,2,6
477,164,2,6
478,165,6,2
479,165,6,2
480,165,6,2
481,166,1,4
482,166,1,4
483,166,1,4
484,167,9,9
485,167,9,9
486,167,9,9
487,168,9,10
488,168,9,10
489,168,9,10
490,169,9,8
491,169,9,8
492,169,9,8
493,170,10,6
494,170,10,6
495,170,10,6
496,171,4,4
497,171,4,4
498,171,4,4
499,172,6,1
500,172,6,1
501,172,6,1
502,173,1,3
503,173,1,3
504,173,1,3
505,174,5,6
506,174,5,6
507,174,5,6
508,175,6,7
509,175,6,7
510,175,6,7
511,176,10,2
512,176,10,2
513,176,10,2
514,177,7,5
515,177,7,5
516,177,7,5
519,179,10,5
520,179,10,5
521,179,10,5
522,180,1,4
523,180,1,4
524,180,1,4
525,181,10,3
526,181,10,3
527,182,10,5
528,182,10,5
529,182,10,5
530,183,8,9
531,183,8,9
532,183,8,9
533,184,2,1
534,184,2,1
535,184,2,1
536,185,9,3
537,185,9,3
538,185,9,3
539,186,1,1
540,186,1,1
541,186,1,1
542,187,6,8
543,187,6,8
544,187,6,8
545,188,8,2
546,188,8,2
547,188,8,2
548,189,1,1
549,189,1,1
550,189,1,1
551,190,1,2
552,190,1,2
553,190,1,2
554,191,7,10
555,191,7,10
556,191,7,10
557,192,2,8
558,192,2,8
559,192,2,8
560,193,8,6
561,193,8,6
562,194,7,8
563,194,7,8
564,194,7,8
565,195,8,8
566,195,8,8
567,195,8,8
568,196,5,4
569,196,5,4
570,196,5,4
571,197,7,2
572,197,7,2
573,197,7,2
574,198,9,5
575,198,9,5
576,198,9,5
577,199,2,8
578,199,2,8
579,199,2,8
580,200,2,5
581,200,2,5
582,200,2,5
583,201,10,7
584,201,10,7
585,201,10,7
586,202,6,5
587,202,6,5
588,202,6,5
589,203,5,3
590,203,5,3
591,203,5,3
592,204,10,7
593,204,10,7
594,204,10,7
595,205,1,8
596,205,1,8
597,205,1,8
601,207,4,6
602,207,4,6
603,207,4,6
604,208,1,5
605,208,1,5
606,208,1,5
607,209,5,8
608,209,5,8
609,209,5,8
610,210,4,4
611,210,4,4
612,210,4,4
613,211,8,4
614,211,8,4
615,211,8,4
619,213,9,7
620,213,9,7
621,213,9,7
625,215,7,4
626,215,7,4
627,215,7,4
628,216,2,1
629,216,2,1
630,216,2,1
631,217,8,7
632,217,8,7
633,217,8,7
634,218,5,3
635,218,5,3
636,218,5,3
637,219,6,9
638,219,6,9
639,219,6,9
640,220,7,9
641,220,7,9
642,220,7,9
646,222,8,8
647,222,8,8
648,222,8,8
649,223,8,1
650,223,8,1
651,224,7,1
652,224,7,1
653,224,7,1
657,226,2,6
658,226,2,6
659,226,2,6
660,227,9,7
661,227,9,7
662,227,9,7
666,229,5,10
667,229,5,10
668,229,5,10
672,231,5,6
673,231,5,6
674,231,5,6
675,232,5,7
676,232,5,7
677,232,5,7
678,233,8,1
679,233,8,1
680,233,8,1
684,235,2,2
685,235,2,2
686,235,2,2
687,236,1,9
688,236,1,9
689,236,1,9
690,237,7,9
691,237,7,9
692,237,7,9
693,238,6,10
694,238,6,10
695,238,6,10
696,239,4,2
697,239,4,2
698,239,4,2
699,240,9,4
700,240,9,4
701,240,9,4
702,241,6,3
703,241,6,3
704,241,6,3
705,242,10,8
706,242,10,8
707,242,10,8
708,243,2,5
709,243,2,5
710,243,2,5
711,244,1,9
712,244,1,9
713,244,1,9
714,245,2,9
715,245,2,9
716,245,2,9
717,246,2,3
718,246,2,3
719,246,2,3
720,247,10,10
721,247,10,10
722,247,10,10
723,248,2,1
724,248,2,1
725,248,2,1
729,250,10,2
730,250,10,2
731,250,10,2
732,251,7,5
733,251,7,5
734,251,7,5
735,252,6,10
736,252,6,10
737,253,8,1
738,253,8,1
739,253,8,1
740,254,8,7
741,254,8,7
742,254,8,7
743,255,4,9
744,255,4,9
745,255,4,9
746,256,9,9
747,256,9,9
748,256,9,9
749,257,5,7
750,257,5,7
751,257,5,7
752,258,10,4
753,258,10,4
754,258,10,4
755,259,9,7
756,259,9,7
757,259,9,7
758,260,9,2
759,260,9,2
760,260,9,2
761,261,2,7
762,261,2,7
763,261,2,7
764,262,9,6
765,262,9,6
766,262,9,6
767,263,2,10
768,263,2,10
769,264,1,3
770,264,1,3
771,264,1,3
772,265,7,5
773,265,7,5
774,265,7,5
775,266,9,7
776,266,9,7
777,267,10,3
778,267,10,3
779,268,6,2
780,268,6,2
781,268,6,2
782,269,5,6
783,269,5,6
784,269,5,6
785,270,8,10
786,270,8,10
787,270,8,10
791,272,5,6
792,272,5,6
793,272,5,6
22,8,3,NA
23,8,3,NA
24,8,3,NA
37,13,3,NA
38,13,3,NA
39,13,3,NA
70,24,3,NA
71,24,3,NA
72,24,3,NA
73,25,3,NA
74,25,3,NA
75,25,3,NA
82,28,3,NA
83,28,3,NA
84,28,3,NA
106,36,3,NA
107,36,3,NA
108,36,3,NA
115,39,3,NA
116,39,3,NA
117,39,3,NA
121,41,3,NA
122,41,3,NA
150,51,3,NA
151,51,3,NA
152,51,3,NA
224,77,3,NA
225,77,3,NA
226,77,3,NA
334,115,3,NA
335,115,3,NA
336,115,3,NA
340,117,3,NA
341,117,3,NA
342,117,3,NA
346,119,3,NA
347,119,3,NA
348,119,3,NA
380,131,3,NA
381,131,3,NA
382,131,3,NA
419,145,3,NA
420,145,3,NA
421,145,3,NA
437,151,3,NA
438,151,3,NA
439,151,3,NA
517,178,3,NA
518,178,3,NA
598,206,3,NA
599,206,3,NA
600,206,3,NA
616,212,3,NA
617,212,3,NA
618,212,3,NA
622,214,3,NA
623,214,3,NA
624,214,3,NA
643,221,3,NA
644,221,3,NA
645,221,3,NA
654,225,3,NA
655,225,3,NA
656,225,3,NA
663,228,3,NA
664,228,3,NA
665,228,3,NA
669,230,3,NA
670,230,3,NA
671,230,3,NA
681,234,3,NA
682,234,3,NA
683,234,3,NA
726,249,3,NA
727,249,3,NA
728,249,3,NA
788,271,3,NA
789,271,3,NA
790,271,3,NA
