"ID","ID_Location","Outer_Fold","Inner_Fold"
303,104,1,2
304,104,1,2
305,105,8,8
306,105,8,8
307,105,8,8
308,106,6,8
309,106,6,8
310,106,6,8
311,107,8,4
312,107,8,4
313,107,8,4
314,108,6,8
315,108,6,8
316,108,6,8
317,109,4,10
318,109,4,10
319,109,4,10
320,110,7,9
321,110,7,9
322,110,7,9
323,111,6,3
324,111,6,3
325,111,6,3
326,112,4,9
327,112,4,9
328,112,4,9
329,113,10,10
330,113,10,10
331,113,10,10
332,114,4,10
333,114,4,10
334,115,3,2
335,115,3,2
336,115,3,2
337,116,4,4
338,116,4,4
339,116,4,4
340,117,3,5
341,117,3,5
342,117,3,5
343,118,7,7
344,118,7,7
345,118,7,7
346,119,3,7
347,119,3,7
348,119,3,7
349,120,2,10
350,120,2,10
351,121,2,9
352,121,2,9
353,121,2,9
354,122,4,10
355,122,4,10
356,122,4,10
357,123,5,7
358,123,5,7
359,123,5,7
360,124,10,10
361,124,10,10
365,126,7,5
366,126,7,5
367,126,7,5
368,127,7,4
369,127,7,4
370,127,7,4
371,128,5,9
372,128,5,9
373,128,5,9
374,129,5,6
375,129,5,6
376,129,5,6
377,130,5,7
378,130,5,7
379,130,5,7
380,131,3,9
381,131,3,9
382,131,3,9
383,132,2,2
384,132,2,2
385,133,1,4
386,133,1,4
387,133,1,4
388,134,10,10
389,134,10,10
390,134,10,10
391,135,8,7
392,135,8,7
393,135,8,7
394,136,7,6
395,136,7,6
396,136,7,6
397,137,7,4
398,137,7,4
399,137,7,4
400,138,1,6
401,138,1,6
402,139,6,1
403,139,6,1
404,139,6,1
405,140,1,5
406,140,1,5
407,140,1,5
408,141,4,7
409,141,4,7
410,142,2,3
411,142,2,3
412,142,2,3
413,143,8,10
414,143,8,10
415,143,8,10
416,144,8,4
417,144,8,4
418,144,8,4
419,145,3,4
420,145,3,4
421,145,3,4
422,146,5,5
423,146,5,5
424,146,5,5
425,147,8,9
426,147,8,9
427,147,8,9
428,148,10,8
429,148,10,8
430,148,10,8
431,149,4,3
432,149,4,3
433,149,4,3
434,150,6,2
435,150,6,2
436,150,6,2
437,151,3,10
438,151,3,10
439,151,3,10
440,152,6,2
441,152,6,2
442,152,6,2
443,153,2,3
444,153,2,3
445,153,2,3
446,154,8,5
447,154,8,5
448,154,8,5
449,155,1,1
450,155,1,1
451,155,1,1
455,157,2,9
456,157,2,9
460,159,4,3
461,159,4,3
462,159,4,3
463,160,1,10
464,160,1,10
465,160,1,10
466,161,4,8
467,161,4,8
468,161,4,8
469,162,8,9
470,162,8,9
471,162,8,9
472,163,2,6
473,163,2,6
474,163,2,6
475,164,2,6
476,164,2,6
477,164,2,6
478,165,6,8
479,165,6,8
480,165,6,8
481,166,1,5
482,166,1,5
483,166,1,5
493,170,10,9
494,170,10,9
495,170,10,9
496,171,4,1
497,171,4,1
498,171,4,1
499,172,6,3
500,172,6,3
501,172,6,3
502,173,1,8
503,173,1,8
504,173,1,8
505,174,5,1
506,174,5,1
507,174,5,1
508,175,6,6
509,175,6,6
510,175,6,6
511,176,10,1
512,176,10,1
513,176,10,1
514,177,7,9
515,177,7,9
516,177,7,9
517,178,3,8
518,178,3,8
519,179,10,3
520,179,10,3
521,179,10,3
522,180,1,6
523,180,1,6
524,180,1,6
525,181,10,5
526,181,10,5
527,182,10,10
528,182,10,10
529,182,10,10
530,183,8,1
531,183,8,1
532,183,8,1
533,184,2,5
534,184,2,5
535,184,2,5
539,186,1,8
540,186,1,8
541,186,1,8
542,187,6,1
543,187,6,1
544,187,6,1
545,188,8,2
546,188,8,2
547,188,8,2
548,189,1,6
549,189,1,6
550,189,1,6
551,190,1,3
552,190,1,3
553,190,1,3
554,191,7,2
555,191,7,2
556,191,7,2
557,192,2,4
558,192,2,4
559,192,2,4
560,193,8,6
561,193,8,6
562,194,7,1
563,194,7,1
564,194,7,1
565,195,8,3
566,195,8,3
567,195,8,3
568,196,5,5
569,196,5,5
570,196,5,5
571,197,7,2
572,197,7,2
573,197,7,2
577,199,2,8
578,199,2,8
579,199,2,8
580,200,2,10
581,200,2,10
582,200,2,10
583,201,10,9
584,201,10,9
585,201,10,9
586,202,6,6
587,202,6,6
588,202,6,6
589,203,5,4
590,203,5,4
591,203,5,4
592,204,10,9
593,204,10,9
594,204,10,9
595,205,1,7
596,205,1,7
597,205,1,7
598,206,3,9
599,206,3,9
600,206,3,9
601,207,4,8
602,207,4,8
603,207,4,8
604,208,1,4
605,208,1,4
606,208,1,4
607,209,5,7
608,209,5,7
609,209,5,7
610,210,4,2
611,210,4,2
612,210,4,2
613,211,8,1
614,211,8,1
615,211,8,1
616,212,3,1
617,212,3,1
618,212,3,1
622,214,3,2
623,214,3,2
624,214,3,2
625,215,7,1
626,215,7,1
627,215,7,1
628,216,2,6
629,216,2,6
630,216,2,6
631,217,8,2
632,217,8,2
633,217,8,2
634,218,5,6
635,218,5,6
636,218,5,6
637,219,6,7
638,219,6,7
639,219,6,7
640,220,7,5
641,220,7,5
642,220,7,5
643,221,3,3
644,221,3,3
645,221,3,3
646,222,8,10
647,222,8,10
648,222,8,10
649,223,8,8
650,223,8,8
651,224,7,5
652,224,7,5
653,224,7,5
654,225,3,1
655,225,3,1
656,225,3,1
657,226,2,4
658,226,2,4
659,226,2,4
663,228,3,9
664,228,3,9
665,228,3,9
666,229,5,1
667,229,5,1
668,229,5,1
669,230,3,5
670,230,3,5
671,230,3,5
672,231,5,3
673,231,5,3
674,231,5,3
675,232,5,7
676,232,5,7
677,232,5,7
678,233,8,7
679,233,8,7
680,233,8,7
681,234,3,8
682,234,3,8
683,234,3,8
684,235,2,4
685,235,2,4
686,235,2,4
687,236,1,8
688,236,1,8
689,236,1,8
690,237,7,5
691,237,7,5
692,237,7,5
693,238,6,4
694,238,6,4
695,238,6,4
696,239,4,1
697,239,4,1
698,239,4,1
702,241,6,7
703,241,6,7
704,241,6,7
705,242,10,4
706,242,10,4
707,242,10,4
708,243,2,6
709,243,2,6
710,243,2,6
711,244,1,6
712,244,1,6
713,244,1,6
714,245,2,3
715,245,2,3
716,245,2,3
717,246,2,2
718,246,2,2
719,246,2,2
720,247,10,6
721,247,10,6
722,247,10,6
723,248,2,5
724,248,2,5
725,248,2,5
726,249,3,9
727,249,3,9
728,249,3,9
729,250,10,3
730,250,10,3
731,250,10,3
732,251,7,10
733,251,7,10
734,251,7,10
735,252,6,1
736,252,6,1
737,253,8,7
738,253,8,7
739,253,8,7
740,254,8,8
741,254,8,8
742,254,8,8
743,255,4,4
744,255,4,4
745,255,4,4
749,257,5,8
750,257,5,8
751,257,5,8
752,258,10,7
753,258,10,7
754,258,10,7
761,261,2,10
762,261,2,10
763,261,2,10
767,263,2,4
768,263,2,4
769,264,1,3
770,264,1,3
771,264,1,3
772,265,7,7
773,265,7,7
774,265,7,7
777,267,10,2
778,267,10,2
779,268,6,4
780,268,6,4
781,268,6,4
782,269,5,8
783,269,5,8
784,269,5,8
785,270,8,10
786,270,8,10
787,270,8,10
788,271,3,6
789,271,3,6
790,271,3,6
791,272,5,9
792,272,5,9
793,272,5,9
1,1,9,NA
2,1,9,NA
3,1,9,NA
13,5,9,NA
14,5,9,NA
15,5,9,NA
52,18,9,NA
53,18,9,NA
54,18,9,NA
91,31,9,NA
92,31,9,NA
93,31,9,NA
100,34,9,NA
101,34,9,NA
102,34,9,NA
141,48,9,NA
142,48,9,NA
143,48,9,NA
208,71,9,NA
209,71,9,NA
210,72,9,NA
211,72,9,NA
212,72,9,NA
213,73,9,NA
214,73,9,NA
215,73,9,NA
241,83,9,NA
242,83,9,NA
243,83,9,NA
290,100,9,NA
291,100,9,NA
292,100,9,NA
362,125,9,NA
363,125,9,NA
364,125,9,NA
452,156,9,NA
453,156,9,NA
454,156,9,NA
457,158,9,NA
458,158,9,NA
459,158,9,NA
484,167,9,NA
485,167,9,NA
486,167,9,NA
487,168,9,NA
488,168,9,NA
489,168,9,NA
490,169,9,NA
491,169,9,NA
492,169,9,NA
536,185,9,NA
537,185,9,NA
538,185,9,NA
574,198,9,NA
575,198,9,NA
576,198,9,NA
619,213,9,NA
620,213,9,NA
621,213,9,NA
660,227,9,NA
661,227,9,NA
662,227,9,NA
699,240,9,NA
700,240,9,NA
701,240,9,NA
746,256,9,NA
747,256,9,NA
748,256,9,NA
755,259,9,NA
756,259,9,NA
757,259,9,NA
758,260,9,NA
759,260,9,NA
760,260,9,NA
764,262,9,NA
765,262,9,NA
766,262,9,NA
775,266,9,NA
776,266,9,NA
