"ID","ID_Location","Outer_Fold","Inner_Fold"
743,255,4,6
744,255,4,6
745,255,4,6
746,256,9,1
747,256,9,1
748,256,9,1
749,257,5,3
750,257,5,3
751,257,5,3
752,258,10,2
753,258,10,2
754,258,10,2
755,259,9,4
756,259,9,4
757,259,9,4
758,260,9,2
759,260,9,2
760,260,9,2
761,261,2,5
762,261,2,5
763,261,2,5
764,262,9,7
765,262,9,7
766,262,9,7
767,263,2,4
768,263,2,4
769,264,1,2
770,264,1,2
771,264,1,2
772,265,7,2
773,265,7,2
774,265,7,2
775,266,9,4
776,266,9,4
777,267,10,8
778,267,10,8
782,269,5,7
783,269,5,7
784,269,5,7
785,270,8,3
786,270,8,3
787,270,8,3
788,271,3,7
789,271,3,7
790,271,3,7
791,272,5,1
792,272,5,1
793,272,5,1
31,11,6,NA
32,11,6,NA
33,11,6,NA
43,15,6,NA
44,15,6,NA
45,15,6,NA
79,27,6,NA
80,27,6,NA
81,27,6,NA
123,42,6,NA
124,42,6,NA
125,42,6,NA
129,44,6,NA
130,44,6,NA
131,44,6,NA
147,50,6,NA
148,50,6,NA
149,50,6,NA
188,64,6,NA
189,64,6,NA
190,64,6,NA
191,65,6,NA
192,65,6,NA
193,65,6,NA
197,67,6,NA
198,67,6,NA
202,69,6,NA
203,69,6,NA
204,69,6,NA
299,103,6,NA
300,103,6,NA
301,103,6,NA
308,106,6,NA
309,106,6,NA
310,106,6,NA
314,108,6,NA
315,108,6,NA
316,108,6,NA
323,111,6,NA
324,111,6,NA
325,111,6,NA
402,139,6,NA
403,139,6,NA
404,139,6,NA
434,150,6,NA
435,150,6,NA
436,150,6,NA
440,152,6,NA
441,152,6,NA
442,152,6,NA
478,165,6,NA
479,165,6,NA
480,165,6,NA
499,172,6,NA
500,172,6,NA
501,172,6,NA
508,175,6,NA
509,175,6,NA
510,175,6,NA
542,187,6,NA
543,187,6,NA
544,187,6,NA
586,202,6,NA
587,202,6,NA
588,202,6,NA
637,219,6,NA
638,219,6,NA
639,219,6,NA
693,238,6,NA
694,238,6,NA
695,238,6,NA
702,241,6,NA
703,241,6,NA
704,241,6,NA
735,252,6,NA
736,252,6,NA
779,268,6,NA
780,268,6,NA
781,268,6,NA
