"ID","ID_Location","Outer_Fold","Inner_Fold"
513,176,10,2
514,177,7,7
515,177,7,7
516,177,7,7
517,178,3,6
518,178,3,6
519,179,10,7
520,179,10,7
521,179,10,7
522,180,1,2
523,180,1,2
524,180,1,2
525,181,10,1
526,181,10,1
527,182,10,6
528,182,10,6
529,182,10,6
530,183,8,2
531,183,8,2
532,183,8,2
533,184,2,8
534,184,2,8
535,184,2,8
536,185,9,3
537,185,9,3
538,185,9,3
539,186,1,9
540,186,1,9
541,186,1,9
542,187,6,8
543,187,6,8
544,187,6,8
545,188,8,10
546,188,8,10
547,188,8,10
548,189,1,2
549,189,1,2
550,189,1,2
551,190,1,7
552,190,1,7
553,190,1,7
554,191,7,3
555,191,7,3
556,191,7,3
557,192,2,2
558,192,2,2
559,192,2,2
560,193,8,8
561,193,8,8
562,194,7,4
563,194,7,4
564,194,7,4
565,195,8,1
566,195,8,1
567,195,8,1
568,196,5,7
569,196,5,7
570,196,5,7
571,197,7,8
572,197,7,8
573,197,7,8
574,198,9,7
575,198,9,7
576,198,9,7
577,199,2,10
578,199,2,10
579,199,2,10
580,200,2,10
581,200,2,10
582,200,2,10
583,201,10,2
584,201,10,2
585,201,10,2
586,202,6,4
587,202,6,4
588,202,6,4
589,203,5,8
590,203,5,8
591,203,5,8
592,204,10,3
593,204,10,3
594,204,10,3
595,205,1,3
596,205,1,3
597,205,1,3
598,206,3,9
599,206,3,9
600,206,3,9
604,208,1,10
605,208,1,10
606,208,1,10
607,209,5,5
608,209,5,5
609,209,5,5
613,211,8,8
614,211,8,8
615,211,8,8
616,212,3,3
617,212,3,3
618,212,3,3
619,213,9,8
620,213,9,8
621,213,9,8
622,214,3,8
623,214,3,8
624,214,3,8
625,215,7,9
626,215,7,9
627,215,7,9
628,216,2,5
629,216,2,5
630,216,2,5
631,217,8,3
632,217,8,3
633,217,8,3
634,218,5,4
635,218,5,4
636,218,5,4
637,219,6,1
638,219,6,1
639,219,6,1
640,220,7,8
641,220,7,8
642,220,7,8
643,221,3,9
644,221,3,9
645,221,3,9
646,222,8,10
647,222,8,10
648,222,8,10
649,223,8,6
650,223,8,6
651,224,7,9
652,224,7,9
653,224,7,9
654,225,3,1
655,225,3,1
656,225,3,1
657,226,2,3
658,226,2,3
659,226,2,3
660,227,9,1
661,227,9,1
662,227,9,1
663,228,3,10
664,228,3,10
665,228,3,10
666,229,5,1
667,229,5,1
668,229,5,1
669,230,3,8
670,230,3,8
671,230,3,8
672,231,5,4
673,231,5,4
674,231,5,4
675,232,5,3
676,232,5,3
677,232,5,3
678,233,8,2
679,233,8,2
680,233,8,2
681,234,3,6
682,234,3,6
683,234,3,6
684,235,2,4
685,235,2,4
686,235,2,4
687,236,1,2
688,236,1,2
689,236,1,2
690,237,7,7
691,237,7,7
692,237,7,7
693,238,6,6
694,238,6,6
695,238,6,6
699,240,9,9
700,240,9,9
701,240,9,9
702,241,6,9
703,241,6,9
704,241,6,9
705,242,10,6
706,242,10,6
707,242,10,6
708,243,2,5
709,243,2,5
710,243,2,5
711,244,1,10
712,244,1,10
713,244,1,10
714,245,2,7
715,245,2,7
716,245,2,7
717,246,2,10
718,246,2,10
719,246,2,10
720,247,10,7
721,247,10,7
722,247,10,7
723,248,2,7
724,248,2,7
725,248,2,7
726,249,3,5
727,249,3,5
728,249,3,5
729,250,10,10
730,250,10,10
731,250,10,10
732,251,7,6
733,251,7,6
734,251,7,6
735,252,6,3
736,252,6,3
737,253,8,1
738,253,8,1
739,253,8,1
740,254,8,1
741,254,8,1
742,254,8,1
746,256,9,10
747,256,9,10
748,256,9,10
749,257,5,8
750,257,5,8
751,257,5,8
752,258,10,1
753,258,10,1
754,258,10,1
755,259,9,10
756,259,9,10
757,259,9,10
758,260,9,10
759,260,9,10
760,260,9,10
761,261,2,4
762,261,2,4
763,261,2,4
764,262,9,1
765,262,9,1
766,262,9,1
767,263,2,7
768,263,2,7
769,264,1,8
770,264,1,8
771,264,1,8
772,265,7,7
773,265,7,7
774,265,7,7
775,266,9,6
776,266,9,6
777,267,10,3
778,267,10,3
779,268,6,4
780,268,6,4
781,268,6,4
782,269,5,3
783,269,5,3
784,269,5,3
785,270,8,9
786,270,8,9
787,270,8,9
788,271,3,10
789,271,3,10
790,271,3,10
791,272,5,1
792,272,5,1
793,272,5,1
4,2,4,NA
5,2,4,NA
6,2,4,NA
16,6,4,NA
17,6,4,NA
18,6,4,NA
55,19,4,NA
56,19,4,NA
57,19,4,NA
61,21,4,NA
62,21,4,NA
63,21,4,NA
88,30,4,NA
89,30,4,NA
90,30,4,NA
103,35,4,NA
104,35,4,NA
105,35,4,NA
126,43,4,NA
127,43,4,NA
128,43,4,NA
135,46,4,NA
136,46,4,NA
137,46,4,NA
182,62,4,NA
183,62,4,NA
184,62,4,NA
194,66,4,NA
195,66,4,NA
196,66,4,NA
205,70,4,NA
206,70,4,NA
207,70,4,NA
221,76,4,NA
222,76,4,NA
223,76,4,NA
275,95,4,NA
276,95,4,NA
277,95,4,NA
317,109,4,NA
318,109,4,NA
319,109,4,NA
326,112,4,NA
327,112,4,NA
328,112,4,NA
332,114,4,NA
333,114,4,NA
337,116,4,NA
338,116,4,NA
339,116,4,NA
354,122,4,NA
355,122,4,NA
356,122,4,NA
408,141,4,NA
409,141,4,NA
431,149,4,NA
432,149,4,NA
433,149,4,NA
460,159,4,NA
461,159,4,NA
462,159,4,NA
466,161,4,NA
467,161,4,NA
468,161,4,NA
496,171,4,NA
497,171,4,NA
498,171,4,NA
601,207,4,NA
602,207,4,NA
603,207,4,NA
610,210,4,NA
611,210,4,NA
612,210,4,NA
696,239,4,NA
697,239,4,NA
698,239,4,NA
743,255,4,NA
744,255,4,NA
745,255,4,NA
